id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Skull,['スカル'],['Sukaru'],['Skull'],"['Chapter 552', 'Episode 461']","['Spade Pirates, Whitebeard Pirates']",['Pirate'],,,['Alive'],,,,,,['Yūsuke Numata'],,,,,,,,,,,,,,,,,,,,,,
Mihar,['ミハール'],['Mihāru'],['Mihal'],"['Chapter 552', 'Episode 461']","['Spade Pirates, Whitebeard Pirates']","['Teacher (former)', 'Pirate', 'Sniper']",,"['""Indoor Mihar""']",['Alive'],,,,,,['Kensuke Shimizu'],,,,,,,,,,,,,,,,,,,,,,
Kotatsu,['コタツ'],['Kotatsu'],['Kotatsu'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,['Ryōta Takeuchi'],,,,,,,,,,,,,,,,,,,,,,
Saber,['セイバー'],['Seibā'],['Saber'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggie_68,['アギー68'],['Agī 68'],['Aggie 68'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,['Shinichi Yamada'],,,,,,,,,,,,,,,,,,,,,,
Finamore,['フィナモレ'],['Finamore'],['Finamore'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganryu,['ガンリュウ'],['Ganryū'],['Ganryu'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducky_Bree,['ダッキー・ブリー'],['Dakkī Burī'],['Ducky Bree'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ossamondo,['オッサモンド'],['Ossamondo'],['Ossamond'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry,['バリー'],['Barī'],['Barry'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallace,['ウォレス'],['Woresu'],['Wallace'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banshee,['バンシー'],['Banshī'],['Banshee'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],,,,['Alive'],['Over 30'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Kukai,['クーカイ'],['Kūkai'],['Kukai'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],"['Samurai', 'Pirate']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogya,['ドギャ'],['Dogya'],['Dogya'],"['Chapter 552, Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimel,['キメル'],['Kimeru'],['Kimel'],"['Chapter 552, Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornelia,['コーネリア'],['Kōneria'],['Cornelia'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,['Ryōhei Arai'],,,['Corey Wilder'],,,,,,,,,,,,,,,,,,,
Leonero,['レオネロ'],['Reonero'],['Leonero'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,['Yusuke Handa'],,,,,,,,,,,,,,,,,,,,,,
Hublot,['ウブロ'],['Uburo'],['Hublot'],"['Chapter 552', 'Episode 461']",['Spade Pirates'],['Pirate'],,,['Alive'],,,,,,['Toshiya Chiba'],,,,,,,,,,,,,,,,,,,,,,
Blamenco,['ブラメンコ'],['Buramenko'],['Blamenco'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['6th Division Commander', 'Pirate']",['South Blue'],,['Alive'],,['February 5th'],,,,['Keiji Hirai'],,,['Jessie James Grelle'],,,,,['Poke Poke no Mi'],['Pocket-Pocket Fruit'],['Pocket'],['Paramecia'],,,,,,,,,,,
Rakuyo,['ラクヨウ'],['Rakuyō'],['Rakuyo'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['7th Division Commander', 'Pirate']",['South Blue'],,['Alive'],['Over 30'],['September 8th'],,,,['Takahiro Fujimoto'],,,['James Chandler'],,,,,,,,,,,,,,,,,,,
Blenheim,['ブレンハイム'],['Burenhaimu'],['Blenheim'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['9th Division Commander', 'Pirate']",['Grand Line'],,['Alive'],,['August 6th'],,,,['Nobuyuki Hiyama'],,,['Mark Rios'],,,,,,,,,,,,,,,,,,,
Haruta,['ハルタ'],['Haruta'],['Haruta'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['12th Division Commander', 'Pirate']",['South Blue'],,['Alive'],,['February 4th'],,,,['Junko Noda'],,,['Clifford Chapin'],,,,,,,,,,,,,,,,,,,
Atmos,['アトモス'],['Atomosu'],['Atmos'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['13th Division Commander', 'Pirate']",['West Blue'],"['""Water Buffalo""']",['Alive'],,['March 19th'],,,,"['Kōhei Fukuhara,', 'Kenji Hamada (Episode 485+)']",,,['Paul Giovanni Ramirez'],,,,,,,,,,,,,,,,,,,
Speed_Jiru,['スピード・ジル'],['Supīdo Jiru'],['Speed Jil'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['14th Division Commander', 'Pirate']",['East Blue'],,['Alive'],,['April 6th'],,,,['Yūsuke Numata'],,,['Jeff Johnson'],,,,,,,,,,,,,,,,,,,
Fossa,['フォッサ'],['Fossa'],['Fossa'],"['Chapter 553', 'Episode 461']",['Whitebeard Pirates'],"['15th Division Commander', 'Pirate']",['North Blue'],,['Alive'],['Over 30'],['April 15th'],,,,['Kōichi Nagano'],,,['Kent Williams'],,,,,,,,,,,,,,,,,,,
Izou,['イゾウ'],['Izō'],['Izo'],"['Chapter 553', 'Episode 461']","['Whitebeard Pirates (former)', 'Kozuki Family']","['16th Division Commander (former)', 'Samurai', 'Retainer of the Kozuki Family']",['Grand Line (Wano Country)'],,['Deceased'],['43 (debut)'],['October 13th'],"['192 cm (6\'3¾"")']",['X'],['510000000'],"['Yūsei Oda', 'Masamu Ono (young)']",,,"['Colton Jones', 'Jessie James Grelle (Episode 963-)', 'Kelsey Maher (young)']",,['Wano Country (Ringo)'],,"['45 (after timeskip, at death)']",,,,,,,,,,,,,,,
Islewan,['アイルワン'],['Airuwan'],['Islewan'],"['Chapter 553', 'Episode 462']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['January 1st'],,,,['Takahiro Fujimoto'],,,['Neil Rogers'],,,,,,,,,,,,,,,,,,,
Epoida,['エポイダ'],['Epoida'],['Epoida'],"['Chapter 553', 'Episode 467']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],['Over 30'],['June 4th'],,,,['Hiromu Miyazaki'],,,['Larry Brantley'],,,,,,,,,,,,,,,,,,,
Bizarre,['ビザール'],['Bizāru'],['Bizarre'],"['Chapter 553', 'Episode 468']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['February 3rd'],,,,['Shunzō Miyasaka'],,,['Wilbur Penn'],,,,,,,,,,,,,,,,,,,
Palms,['パームス'],['Pāmusu'],['Palms'],"['Chapter 553', 'Episode 470']","['His own crew', 'Ally of the Whitebeard Pirates']","['Pirate', 'Captain']",,,['Alive'],,['March 11th'],,,,['Kōhei Fukuhara'],,,['Justin Briner'],,,,,,,,,,,,,,,,,,,
Karma,['カルマ'],['Karuma'],['Karma'],"['Chapter 553', 'Episode 467']","['Takotopus Pirates', 'Whitebeard Pirates']","['Pirate', 'Captain']",,,['Alive'],['Over 30'],['June 6th'],,,,['Hiroshi Okamoto'],,,['Ben Bryant'],,,,,,,,,,,,,,,,,,,
Zodia,['ゾディア'],['Zodia'],['Zodia'],"['Chapter 553', 'Episode 462']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['Unknown'],,,['Patrick McAlister'],,,,,,,,,,,,,,,,,,,
Kechatch,['ケチャッチ'],['Kechatchi'],['Kechatch'],['Chapter 553'],['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitan,['ヴィタン'],['Vitan'],['Vitan'],['Chapter 553'],['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavlik,['パブリク'],['Paburiku'],['Pavlik'],"['Chapter 553', 'Episode 477']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,['Alejandro Saab'],,,,,,,,,,,,,,,,,,,
Bastille,['バスティーユ'],['Basutīyu'],['Bastille'],"['Chapter 553', 'Episode 462']",['Marines'],['Vice Admiral'],['Grand Line'],"['""Shark Cutter""']",['Alive'],"['36 (debut)', '38 (after timeskip)']",['July 14th'],"['291 cm (9\'7"")']",['F'],,['Tsuyoshi Koyama'],,,['Christopher Wehkamp'],,,,,,,,,,,,,,,,,,,
Dalmatian,['ダルメシアン'],['Darumeshian'],['Dalmation'],"['Chapter 553', 'Episode 462']",['Marines'],['Vice Admiral'],,,['Alive'],,['November 1st'],,,,['Kōji Haramaki'],,,['Philip Weber'],,,,,,,,,,,,,,,,,,,
Little_Oars_Jr.,['リトルオーズJr.'],['Ritoru Ōzu Junia'],['Little Oars Jr.'],"['Chapter 554', 'Episode 463']","['Little Pirates', 'Subordinate of the Whitebeard Pirates']","['Pirate', 'Captain']",['Grand Line'],,['Unknown'],['72 (debut)'],['February 12th'],"['60 m (196\'10"")']",['F'],['550000000'],['Keiji Hirai'],,,['Jeremy Schwartz'],,,,,,,,,,,,,,,,,,,
Choi,['チョイ'],['Choi'],['Choi'],"['Chapter 555', 'Episode 464']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['N/A'],,,,,,,,,,,,,,,,,,,,,,
Giant_Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitey_Bay,['ホワイティベイ'],['Howaitibei'],['Whitey Bay'],"['Chapter 556', 'Episode 462']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,"['""Ice Witch""']",['Alive'],['Over 30'],['October 31st'],,,['Unknown'],['Yuka Shioyama'],,,['Jennifer Green'],,,,,,,,,,,,,,,,,,,
Hangan,['ハンガン'],['Hangan'],['Hangan'],"['Chapter 556', 'Episode 465']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['N/A'],,,['Aaron Roberts'],,,,,,,,,,,,,,,,,,,
Arthur,['アーサー'],['Āsā'],['Arthur'],['Chapter 556'],['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reforte,['リフォルト'],['Riforuto'],['Reforte'],"['Chapter 556', 'Episode 465']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blondie,['ブロンディ'],['Burondi'],['Blondie'],"['Chapter 558', 'Episode 468']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['February 6th'],,,,['Kenji Akabane'],,,['Jarod Warren'],,,,,,,,,,,,,,,,,,,
Andre,['アンドレ'],['Andore'],['Andre'],"['Chapter 558', 'Episode 479']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],['Over 30'],['May 19th'],,,,['Yasunori Masutani'],,,['Tyler Walker'],,,,,,,,,,,,,,,,,,,
Ninth,['ナインス'],['Nainsu'],['Ninth'],['Chapter 558'],['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rush,['ラッシュ'],['Rasshu'],['Rush'],['Chapter 558'],['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['N/A'],,,,,,,,,,,,,,,,,,,,,,
Amadob,['アマドブ'],['Amadobu'],['Amadob'],"['Chapter 558', 'Episode 467']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['June 20th'],,,,['Keiji Hirai'],,,"[""Ryan O'Mara""]",,,,,,,,,,,,,,,,,,,
Brew,['ブリュー'],['Buryū'],['Brew'],"['Chapter 561', 'Episode 470']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['Takahiro Fujimoto'],,,,,,,,,,,,,,,,,,,,,,
Wallem,['ウォレム'],['Woremu'],['Wallem'],"['Chapter 561', 'Episode 470']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,['N/A'],,,['Phil Alford'],,,,,,,,,,,,,,,,,,,
Baggaley,['バガリー'],['Bagarī'],['Baggaly'],"['Chapter 561', 'Episode 489']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brocca,['ブロッカ'],['Burokka'],['Brocca'],"['Chapter 561', 'Episode 470']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,['Chris Rager'],,,,,,,,,,,,,,,,,,,
Kingdew,['キングデュー'],['Kingudyū'],['Kingdew'],"['Chapter 562', 'Episode 461']",['Whitebeard Pirates'],"['11th Division Commander', 'Pirate']",['Grand Line'],,['Alive'],['Over 30'],['November 13th'],,,,['Hiromu Miyazaki'],,,['Patric Carroll'],,,,,,,,,,,,,,,,,,,
Great_Michael,['グレートミカエル'],['Gurēto Mikaeru'],['Great Michael'],['Chapter 563'],['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zucca,['ズッカ'],['Zukka'],['Zukka'],"['Chapter 564', 'Episode 489']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curly_Dadan,['カーリー・ダダン'],['Kārī Dadan'],['Curly Dadan'],"['Chapter 440', 'Episode 324 (mentioned)Chapter 0', 'Episode 0 (seen)']",['Dadan Family'],"['Mountain Bandit Boss', 'Caretaker of Monkey D. Luffy, Portgas D. Ace, and Sabo (former)']",['East Blue'],,['Alive'],"['43 (debut)', '53 (pre-timeskip)', '55 (after timeskip)']",['August 30th'],"['221 cm (7\'3"")']",['X'],['7800000'],['Noriko Uemura'],,,['Jessica Cavanagh'],,['Mt. Colubo'],,,,,,,,,,,,,,,,,
Cands,['キャンズ'],['Kyanzu'],['Cans'],['Chapter 569'],['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinga,['キンガ'],['Kinga'],['Kinga'],"['Chapter 570', 'Episode 467']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],['Over 30'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Agsilly,['アグシリー'],['Agushirī'],['Agushily'],"['Chapter 578', 'Episode 487']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjuan_Wolf,['サンファン・ウルフ'],['Sanfan Urufu'],['San Juan Wolf'],"['Chapter 575', 'Episode 484 (Full)']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'Titanic Captain (Captain of the Seventh Ship)', 'Prisoner of the Great Prison (former)']",['West Blue'],"['""Colossal Battleship""', '""Great Battleship""']",['Alive'],"['97 (debut)', '99 (after timeskip)']",['March 2nd'],"['180 m (590\'6"") (maximum)']",['S'],['Unknown'],['Kenichi Ono'],,,['Jason Bunch'],,,,,['Deka Deka no Mi'],['Huge-Huge Fruit'],['Huge'],['Paramecia'],,,,,,,,,,,
Catarina_Devon,['カタリーナ・デボン'],['Katarīna Debon'],"['Catarina Devon, Catalina Devon']","['Chapter 575', 'Episode 484']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'Titanic Captain (Captain of the Sixth Ship)', 'Prisoner of the Great Prison (former)']",['South Blue'],"['""Crescent Moon Hunter""']",['Alive'],"['34 (debut)', '36 (after timeskip)']",['March 29th'],"['361 cm (11\'10"")']",['F'],['Unknown'],['Kimiko Saitō'],,,['Natalie Hoover'],,,,,"['Inu Inu no Mi, Model: Kyubi no Kitsune']","['Dog-Dog Fruit, Model: Nine Tailed Fox']",['Dog'],['Mythical Zoan'],,,,,,,,,,,
Vasco_Shot,['バスコ・ショット'],['Basuko Shotto'],['Vasco Shot'],"['Chapter 575', 'Episode 484']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'Titanic Captain (Captain of the Eighth Ship)', 'Prisoner of the Great Prison (former)']",['South Blue'],"['""Heavy Drinker"" Vasco Shot']",['Alive'],"['36 (debut)', '38 (after timeskip)']",['August 5th'],"['573 cm (18\'10"")']",['X'],['Unknown'],['Naoki Tatsuta'],,,['Clint Ford'],,,,,['Gabu Gabu no Mi'],['Glug-Glug Fruit'],['Gulping down a drink'],['Paramecia'],,,,,,,,,,,
Avalo_Pizarro,['アバロ・ピサロ'],['Abaro Pisaro'],['Avalo Pizarro'],"['Chapter 575', 'Episode 484']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'Titanic Captain (Captain of the Fourth Ship)', 'Prisoner of the Great Prison (former)', 'King (former)']",['North Blue'],"['""Corrupt King""']",['Alive'],"['40 (debut)', '42 (after timeskip)']",['September 30th'],"['505 cm (16\'6"")']",['X'],['Unknown'],"['Kazunari Tanaka', 'Masaya Takatsuka (Episode 917-)']",,,['Greg Silva'],,,,,['Shima Shima no Mi'],['Isle-Isle Fruit'],['Island'],['Paramecia'],,,,,,,,,,,
Julius,['ユリウス'],['Yuriusu'],['Julius'],"['Chapter 578', 'Episode 489']",['Ally of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happygun,['ハッピーガン'],['Happīgan'],['N/A'],"['Chapter 578', 'Episode 487']",['Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gab,['ガブ'],['Gabu'],['Gabu'],"['Chapter 580', 'Episode 489']",['Red Hair Pirates'],"['Pirate', 'Senior Officer']",,"['""Howling"" Gab']",['Alive'],,,,,,['Jouji Nakata'],,,['J. Paul Slavens'],,,,,,,,,,,,,,,,,,,
Brownbeard,['チャドロス・ヒゲリゲス'],['Chadorosu Higerigesu'],['Browndros Beardriguez'],"['Chapter 581', 'Episode 490']","['Caesar Clown (defected), Centaur Patrol Unit (defected)', 'Brownbeard Pirates (disbanded)']","['Leader of the Centaur Patrol Unit (former)', 'Pirate', 'Captain  (former)']",['Grand Line'],"['""Brownbeard""', '""Boss""']",['Alive'],"['43 (debut)', '45 (after timeskip)']",['February 3rd'],"['691 cm (22\'8½"")']",['S'],['80060000'],"['Yasuhiko Tokuyama (Episode 491)', 'Kazunari Tanaka (Episode 511)', 'Masashi Sugawara (Episode 583 - )']",,,['Randy E. Aguebor'],,,,,,,,,,,,,,,,,,,
Dobby_Ibadonbo,['ドビー・イバドンボ'],['Dobī Ibadonbo'],['Dobby Ibadonbo'],"['Chapter 531', 'Episode 432']",,['Prisoner of Impel Down'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dogra,['ドグラ'],['Dogura'],"['Dogura (Viz)', 'Dogra (FUNimation)']","['Chapter 582', 'Episode 493']",['Dadan Family'],['Bandit'],['East Blue'],,['Alive'],,['December 19th'],,,,['Kappei Yamaguchi'],,,['Michael Jones'],,['Mt. Colubo'],,,,,,,,,,,,,,,,,
Magra,['マグラ'],['Magura'],"['Magura (Viz)', 'Magra (FUNimation)']","['Chapter 582', 'Episode 493']",['Dadan Family'],['Bandit'],['East Blue'],,['Alive'],,['October 30th'],,,,['Hiroaki Hirata'],,,['Newton Pittman'],,['Mt. Colubo'],,,,,,,,,,,,,,,,,
Bluejam,['ブルージャム'],['Burūjamu'],['Bluejam'],"['Chapter 584', 'Episode 494']",['Bluejam Pirates'],"['Pirate', 'Captain']",['East Blue (Goa Kingdom)'],,['Unknown'],['42 (debut)'],['February 16th'],"['261 cm (8\'7"")']",['X'],['14300000'],['Akihiko Ishizumi'],,,['Jim Johnson'],,,,,,,,,,,,,,,,,,,
Porchemy,['ポルシェーミ'],['Porushēmi'],['Porchemy'],"['Chapter 583', 'Episode 494']",['Bluejam Pirates'],['Pirate'],['East Blue (Goa Kingdom)'],,['Deceased'],,['April 3rd'],"['320 cm (10\'6"")']",['X'],['3400000'],['Masashi Sugawara'],,,['Patrick Camacho'],,,,['25'],,,,,,,,,,,,,,,
Sabo,['サボ'],['Sabo'],['Sabo'],"['Chapter 583', 'Episode 494']","['Revolutionary Army', 'Dadan Family (former)', 'Goa Kingdom (defected)']","['Chief of Staff (参謀総長, Sanbō Sōchō?) of the Revolutionary Army', 'Noble (former)', 'Pirate (former)', 'Thief (former)', 'Bandit (former)']",['East Blue (Goa Kingdom)'],"['""Flame Emperor""']",['Alive'],"['10 (Flashback, debut)', '22 (After timeskip)']",['March 20th'],"['100 cm (3\'3"") (Flashback, debut)', '187 cm (6\'2"") (After timeskip)']",['X'],['602000000'],"['Junko Takeuchi (young)', 'Tōru Furuya (adult)']",,,"['Morgan Garrett (young)', 'Vic Mignogna (adult, 2017-2019)', 'Johnny Yong Bosch (adult, 2019-present)']",,"['Goa Kingdom (former)', 'Mt. Colubo (former)', 'Baltigo (former)', 'Momoiro Island']",['Lucy'],,['Mera Mera no Mi'],"['Flame-Flame Fruit (VIZ, Funimation)', 'Flare-Flare Fruit (4Kids, Funimation subs)']",['Sound of fire burning'],['Logia'],,,,,,,,,,,
Dogura,['ドグラ'],['Dogura'],"['Dogura (Viz)', 'Dogra (FUNimation)']","['Chapter 582', 'Episode 493']",['Dadan Family'],['Bandit'],['East Blue'],,['Alive'],,['December 19th'],,,,['Kappei Yamaguchi'],,,['Michael Jones'],,['Mt. Colubo'],,,,,,,,,,,,,,,,,
Magura,['マグラ'],['Magura'],"['Magura (Viz)', 'Magra (FUNimation)']","['Chapter 582', 'Episode 493']",['Dadan Family'],['Bandit'],['East Blue'],,['Alive'],,['October 30th'],,,,['Hiroaki Hirata'],,,['Newton Pittman'],,['Mt. Colubo'],,,,,,,,,,,,,,,,,
Outlook_III,['アウトルック3世'],['Autorukku Sansei'],['Outlook III'],"['Chapter 585', 'Episode 496']",['Goa Kingdom (High Town)'],['Noble'],,,['Alive'],,,,,,['Yūichi Nagashima'],,,['Ken Marmon'],,,,,,,,,,,,,,,,,,,
Didit,['ディディット'],['Diditto'],['Didit'],"['Chapter 585', 'Episode 496']",['Goa Kingdom'],['Noble'],,,['Alive'],,,,,,['Naomi Shindō'],,,['Janelle Lutz'],,,,,,,,,,,,,,,,,,,
Sterry,['ステリー'],['Suterī'],"['Stelly', 'Sterry (WT100)']","['Chapter 586', 'Episode 500']",['Goa Kingdom'],"['King of the Goa Kingdom', 'Noble (former)']",['East Blue (Dawn Island)'],,['Alive'],"['8 (debut)', '20 (after-timeskip)']",['March 12th'],"['180 cm (5\'11"")']",['S'],,"['Chika Sakamoto (young)', 'Kōsuke Toriumi (adult)']",,,"['Barrett Nash (young)', 'Brendan Blaber (adult)']",,['Goa Kingdom'],,,,,,,,,,,,,,,,,
Goa_King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalmack,['ジャルマック聖'],['Jarumakku Sei'],['Saint Jalmack'],"['Chapter 588', 'Episode 502']",['World Government'],['World Noble'],,,['Alive'],,['November 9th'],,,,['Yasunori Masutani'],,,['Brian Hathaway'],,['Mary Geoise'],,,,,,,,,,,,,,,,,
Mori_Dako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karasu,['カラス'],['Karasu'],['Karasu'],"['Chapter 593', 'Episode 510']",['Revolutionary Army (North Army)'],['North Army Commander of the Revolutionary Army'],['North Blue'],,['Alive'],"['45 (debut)', '47 (after timeskip)']",['September 18th'],"['265 cm (8\'8"")']",['S'],['400000000'],['Takeshi Kusao'],,,['Matt Fowler'],,"['Baltigo (former)', 'Momoiro Island']",,,['Susu Susu no Mi'],['Soot-Soot Fruit'],['Soot'],['Logia'],,,,,,,,,,,
Haritsu_Kendiyo,['ハリーツ・ケンディヨ'],['Harītsu Kendiyo'],['Victimothy Crucifixio'],"['Chapter 594, Episode 511']",,"['Pirate', 'Captain']",,,['Unknown'],,,,,,['Unknown'],,,['Travis Mullenix'],,,,,,,,,,,,,,,,,,,
Kibin,['キビン'],['Kibin'],['Kibin'],"['Chapter 594, Episode 475']",['Marines'],['Marine Commodore'],,,['Alive'],,,,,,['Shun Takagi'],,,['Darryl Roberds'],,,,,,,,,,,,,,,,,,,
Fishbonen,['フィッシュボーネン'],['Fisshubōnen'],['Fishbonen'],"['Chapter 594', 'Episode 511']",['Marines'],['Doctor'],,['Dr. Fishbonen'],['Alive'],,,,,,['Koji Haramaki'],,,['Steve Yurko'],,,,,,,,,,,,,,,,,,,
Kong,['コング'],['Kongu'],['Kong'],"['Chapter 0', 'Episode 0']","['World Government', 'Marines (former)']","['Commander-in-Chief', 'Fleet Admiral (former)']",,,['Alive'],,['May 9th'],,,,['Unshō Ishizuka'],,,['Jim Foronda'],,,,,,,,,,,,,,,,,,,
Scotch,['スコッチ'],['Sukotchi'],['Scotch'],"['Chapter 595', 'Episode 513']",['Beasts Pirates'],['Pirate'],,"['""Iron Boy""']",['Unknown'],,,,,,['Masaya Takatsuka'],,,['Chad Cline'],,,,,,,,,,,,,,,,,,,
Gorilla,['ゴリラ'],['Gorira'],['Gorilla'],"['Chapter 596, Episode 514']",['Marines'],['Marine Captain'],,,['Alive'],,['May 18th'],,,,['Tetsu Inada'],,,['Gray Haddock'],,,,,,,,,,,,,,,,,,,
Humandrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demaro_Black,['デマロ・ブラック'],['Demaro Burakku'],"['Demaro Black (Funimation),', 'Demalo Black (Viz manga)']","['Chapter 598', 'Episode 517']",['Fake Straw Hat Crew'],"['Pirate', 'Captain']",['East Blue'],"['""Three-Tongued"" Demaro Black', '']",['Alive'],['36'],['May 5th'],"['245 cm (8\'0"")']",['S'],['26000000'],['Hiroaki Hirata'],,,['Eric Vale'],,,,,,,,,,,,,,,,,,,
Manjaro,['マンジャロウ'],['Manjarō'],['Manjaro'],"['Chapter 598', 'Episode 518']",['Fake Straw Hat Crew'],['Pirate'],['East Blue'],,['Unknown'],['25'],['September 9th'],"['202 cm (6\'7"")']",['S'],,['Kappei Yamaguchi'],,,['Sonny Strait'],,,,,,,,,,,,,,,,,,,
