name,bio
Muret,Muret was the doctor of the Bellamy Pirates.
Muti,Muti is Koala's mother.
Nakaiwa,Nakaiwa is a man who lived in the Wano Country 41 years ago.
Nako,Dr. Nako is a doctor from Cocoyasi Village.
Nami,"""Cat Burglar"" Nami is the navigator of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. She is the third member of the crew and the second to join, doing so during the Orange Town Arc."
Namur,Namur is a fish-man and the former 8th division commander of the Whitebeard Pirates.
Nanday,Nanday is the infant son of Mr. 9 and Miss Monday.
Nangi,"Nangi is a member of the Numbers in the Beasts Pirates, representing the number ""seven"". Due to his actions and role, he is a minor antagonist in the Wano Country Arc."
Napoleon,Napoleon the Bicorne is a homie taking the form of a bicorne hat that is worn by Big Mom. He can also become a sword homie that Big Mom uses in combat.
Nash,Nash is a giant shield homie that is owned by Goldberg of the New Giant Warrior Pirates.
Nashi,Nashi is the king of the Ringo Kingdom and one of fifty monarchs who took part in the Levely.
Natto,"Natto is a former member of the Sand-Sand Clan and, later, of the Arabasta Rebel Army."
Needle God,"The Needle God is a giant hedgehog that lives in the Land of Gods, within Bigstein Castle."
Nefertari Cobra,"Nefertari Cobra was the 12th king of the Arabasta Kingdom, the former patriarch of Nefertari Family, husband of the late Nefertari Titi and father of Nefertari Vivi. He was related to Nefertari D. Lili, one of the First Twenty monarchs who founded the World Government, and secretly bore her initial D."
Nefertari D. Lili,"Nefertari D. Lili was the queen of the Arabasta Kingdom during the time of the Void Century, being one of the twenty monarchs credited with the founding of the World Government. However, Lili was the only one who chose not to become a World Noble and move to Mary Geoise; but before she could return to her home country, she mysteriously vanished."
Nefertari Titi,"Nefertari Titi was the queen of the Arabasta Kingdom, Nefertari Cobra's wife, and Nefertari Vivi's mother."
Nefertari Vivi,"Nefertari Vivi is the princess of the Arabasta Kingdom. She is the daughter of Nefertari Cobra and Titi, and along with the rest of her family, she bears the initial D."
Neggy,Neggy is the queen of the Gingapore Kingdom and one of fifty monarchs who took part in the Levely.
Negikuma Maria,"Negikuma Maria is a resident of Drum Island, and friend of Dalton."
Nekomamushi,"Master Nekomamushi is a feline mink and the former guardian of the Whale Forest on Zou. He was one of the two rulers of the Mokomo Dukedom, dubbed the ""Ruler of Night"", holding the position from 6:00 PM to 6:00 AM."
Nekozaemon,"Nekozaemon was a cat created by Kurozumi Kanjuro using the power of the Fude Fude no Mi. It was created to aid him, Kin'emon, and Bariete scale Zunesha's leg to reach Zou, though it ultimately failed in its goal."
Neoki,Neoki is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region.
Neptune,"King Neptune is a coelacanth merman and the king of the Ryugu Kingdom on Fish-Man Island. He is also the current patriarch of the Neptune Family, father of Fukaboshi, Ryuboshi, Manboshi, and Shirahoshi, and the husband of the late Queen Otohime."
Nerine,Nerine is a member of the Kuja from Amazon Lily.
Nero,Nero the Sea Weasel was the newest agent of CP9 and part of the team escorting Nico Robin to Enies Lobby. He was one of the antagonists during the Puffing Tom's voyage in the Water 7 Arc.
Nerona Imu,"Saint Nerona Imu is the King of the World who occupies the Empty Throne, giving him sole authority over the World Government. As one of the First Twenty responsible for the creation of the World Government and the only one alive today, his status has been kept an absolute secret from the world at large for over 800 years since the Void Century."
Nezumi,"Captain Nezumi is a Marine captain of the 16th Branch in the East Blue. Highly corrupt, he covered up the vast majority of Arlong's actions in the Conomi Islands in exchange for bribe money."
Nico Olvia,"Nico Olvia was an archaeologist from Ohara who studied the Poneglyphs two decades ago, the mother of Nico Robin, and the older sister of Oran and paternal aunt of Mizuira. While travelling around the ocean with a group of fellow archaeologists, Olvia was captured by the Marines for conducting forbidden research."
Nico Robin,"Nico Robin, also known by her epithet ""Devil Child"" and the ""Light of the Revolution"", is the archaeologist of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. She is the seventh member of the crew and the sixth to join, doing so at the end of the Arabasta Arc."
Nigeratta,Nigeratta is a man from Nico Robin's past.
Nightcrab Girl,Nightcrab Girl is a Gifter in the Beasts Pirates.
Nika,"Nika is the name of a legendary warrior revered as the Sun God by slaves from ancient times and whose existence is tied to Elbaph mythology and folklore. He was first mentioned by Who's-Who, who heard about the legend from a prison guard during his imprisonment by the World Government."
Ninjin,"Ninjin is a former member of the Usopp Pirates, along with Piiman and Tamanegi, before Usopp joined the Straw Hat Pirates. He is an ally of the Straw Hat Pirates during the Syrup Village Arc."
Ninth,Ninth is an infamous New World pirate captain who allied with Whitebeard.
Nitro,Nitro is a jelly homie that is often seen with Charlotte Pudding.
Noble Croc,The Noble Croc is a crocodile homie that lives in the Seducing Woods on Whole Cake Island.
Nodoi Wakan,Nodoi Wakan is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region.
Nojiko,"Nojiko is the owner of a mikan farm in Cocoyasi Village and the adoptive older sister of Nami. They were raised together by their adoptive mother, Bell-mère."
Nokokuwa Police,"Nokokuwa Police is a Shinuchi of the Beasts Pirates and part of the Armored Division led by Sasaki. During the Raid on Onigashima, he was tamed by the power of the Kibi Kibi no Mi and joined the side of the Ninja-Pirate-Mink-Samurai Alliance."
Nokotti,Nokotti is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region. She acted as the gyōji during the Sumo Inferno held by Queen.
Nola,"Nola, known to many as the Master of the Sky, is a giant snake who lives on Upper Yard in Skypiea. Having lived for over four centuries, the snake was once the companion of Kalgara and Mont Blanc Noland back when Upper Yard was still part of Jaya."
Noriko,Noriko is a nori maker who lives in Ebisu Town.
Norinosuke,Norinosuke is a self-proclaimed shaman from the Flower Capital of the Wano Country and the father of Beasts Pirates officer Holed'em.
Nubon,Nubon is a dwarf from Tontatta Kingdom who first appeared on Green Bit.
Nugire Yainu,Nugire Yainu was the shipwright of the Black Cat Pirates and the crew member who was killed by the Marines three years prior to Kuro enacting his plan.
Nure-Onna,Nure-Onna is a Gifter in the Beasts Pirates who works under Black Maria.
Nyasha,Nyasha is a giant cat owned by the Vinsmoke Family that pulls their royal carriage.
Oars,"Oars the Continent-Puller, also known as the ""Devil"", was an infamous ancient giant. Around 500 years, he wreaked havoc on the seas by conquering countries and hauling away entire islands, which he used to create a ""nation of villains""."
Oars Jr.,"Little Oars Jr. (also referred to as Oars III on his flag) is the captain of the Little Pirates, a descendant of Oars, and a former subordinate of the Whitebeard Pirates."
Ochoku,"Ochoku is a former member of the Rocks Pirates. Following his time with the crew he became the ruler of Hachinosu, before being overthrown by Blackbeard during the Rocky Port Incident."
Octopako,"Octopako is an octopus fish-woman whom Hatchan tried to win over during his cover story, Hatchan's Sea-Floor Stroll."
Ohm,"""Skybreeder"" Ohm is one of four priests of the former God Enel and a high-ranking member of God's Army. Together with his giant dog steed Holy, he subjected God's enemies to the Ordeal of Iron on Upper Yard."
Oide,Oide is a little girl who lives in Sphinx. She is the owner of Tama.
Oimo,Oimo is a giant from Elbaph and a member of the Giant Warrior Pirates under Dorry and Brogy. He has a grandson attending the Walrus School on Elbaph; Olav.
Oiwa,Oiwa is a man who lived in the Wano Country 41 years ago.
Okame,"Okame was a member of the Sand-Sand Clan and, later, of the Arabasta Rebel Army."
Okome,Okome is the first mate and the only known member of the Hokahoka Pirates.
Olav,Olav is a student at the Walrus School on Elbaph. He is the grandson of Oimo.
Oli,Crone Oli is a pirate captain subordinate to the Red Hair Pirates.
Omasa,"""Blood-Writing"" Omasa is a yakuza boss who was in charge of the Udon region in Wano Country. He was imprisoned in Udon by the Beasts Pirates, but was freed when Luffy took over the prison."
Onigumo,"Vice Admiral Onigumo is a Marine officer, and one of the five vice admirals who led the Buster Call on Enies Lobby. His name was revealed in the third databook."
Onimaru,"Onimaru is a komagitsune who was once the companion of the late daimyo of Ringo, Shimotsuki Ushimaru. After the death of his master, he joined forces with Kawamatsu in collecting weapons for the final battle against Kaidou and protecting them from robbers."
Oran,"Oran was the husband of Roji, the father of Mizuira, the younger brother of Nico Olvia, and the maternal uncle and foster parent of Nico Robin."
Orlumbus,"""Massacre Ruler"" Orlumbus is a former adventurer from the Standing Kingdom and the admiral of the Yonta Maria Grand Fleet. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi."
Ossamondo,Ossamondo is a member of the Spade Pirates.
Otohime,"Queen Otohime was a goldfish mermaid, the queen of the Ryugu Kingdom, the wife of king Neptune, and the mother of Fukaboshi, Ryuboshi, Manboshi, and Shirahoshi. Otohime was a political activist who worked hard for union and peace between fish-men plus merfolk and humans, dreaming of having her people emigrate from the Sea Floor to the surface."
Ottoland,Ottoland is one of the Franky Family's Kairiki Destroyers.
Outlook III,"Outlook III is a noble of the Goa Kingdom. He is the husband of Didit, the biological father of Sabo, and the adoptive father of Sterry."
Packy,Koze and Packy were members of the Yes Pirates.
Pagaya,Pagaya is Conis ' father and a native to Skypiea who fixed the waver that Nami rides.
Page One,"Page One is a former member of the Tobiroppo, the strongest Shinuchi of the Beasts Pirates. He is the son of the former Warlord of the Sea Hanafuda and younger brother of fellow former Tobiroppo Ulti."
Palms,Palms is an infamous New World pirate captain who allied with Whitebeard.
Pandaman,"Pandaman is a joke character created by Eiichiro Oda, and one of the most prominent easter eggs in One Piece. Originally designed for a Kinnikuman character creation contest, Pandaman has gone on to make cameo appearances in many manga chapters, anime episodes, films, and more."
Pandora,"Pandora is a sun homie that was created by Carmel, who placed a portion of her soul into a fire on Elbaph with the power of the Soru Soru no Mi."
Pankuta Dakeyan,Pankuta Dakeyan is a prisoner in Impel Down.
Pansy,Pansy is a member of the Kuja tribe.
Papaneel,Papaneel is a barracuda fish-man who lived on Fish-Man Island sixteen years ago.
